survey,grid,common_name,life_phase,total_length,transit
128,98,Princess Parrotfish,J,16,NA
128,98,Redtail Parrotfish,I,19,NA
128,98,Stoplight Parrotfish,I,26,NA
128,98,Yellowtail Parrotfish,I,32,NA
128,99,Grey Snapper,A,19,NA
128,99,Ocean Surgeonfish,A,16,NA
128,99,Queen Parrotfish,J,26,NA
128,99,Redtail Parrotfish,A,35,NA
128,99,Striped Parrotfish,A,20,NA
128,99,Yellowtail Parrotfish,I,26,NA
128,99,Yellowtail Parrotfish,I,27,NA
128,100,Blue Tang,A,18,NA
128,100,Caesar Grunt,A,19,NA
128,100,French Grunt,A,18,NA
128,100,Princess Parrotfish,A,36,NA
128,100,Queen Parrotfish,J,24,NA
128,100,Queen Parrotfish,J,18,NA
128,100,Redband Parrotfish,A,20,NA
128,100,Redband Parrotfish,I,17,NA
128,100,Redband Parrotfish,I,16,NA
128,100,Redtail Parrotfish,I,26,NA
128,100,Redtail Parrotfish,A,26,NA
128,100,Schoolmaster,A,24,NA
128,100,Scrawled Filefish,A,31,NA
128,100,Stoplight Parrotfish,I,24,NA
128,100,Stoplight Parrotfish,I,26,NA
128,100,Stoplight Parrotfish,I,24,NA
128,100,Stoplight Parrotfish,I,27,NA
128,100,Yellowtail Parrotfish,I,27,NA
129,1,Blue Tang,A,15,NA
129,1,Princess Parrotfish,J,16,NA
129,1,Striped Parrotfish,J,16,NA
129,2,Blue Tang,A,17,NA
129,2,French Grunt,A,16,NA
129,2,Ocean Surgeonfish,A,15,NA
129,2,Spotted Goatfish,A,16,NA
129,3,Redtail Parrotfish,A,19,NA
129,4,Graysby,A,15,NA
129,4,Rainbow Parrotfish,A,36,transit
129,4,White Grunt,A,21,NA
129,4,White Grunt,A,23,NA
129,5,Blue Tang,A,18,NA
129,5,Redtail Parrotfish,I,22,NA
129,5,Redtail Parrotfish,I,23,NA
129,5,Redtail Parrotfish,A,24,NA
129,5,Yellowtail Snapper,A,17,NA
129,6,Ocean Surgeonfish,A,15,NA
129,6,Ocean Surgeonfish,A,15,NA
129,6,Princess Parrotfish,A,29,NA
129,6,Redband Parrotfish,A,23,NA
129,6,Redtail Parrotfish,I,20,transit
129,6,Redtail Parrotfish,I,25,transit
129,6,Yellowtail Snapper,A,17,NA
129,6,Yellowtail Snapper,A,17,NA
129,6,Yellowtail Snapper,A,18,NA
129,6,Yellowtail Snapper,A,18,NA
129,7,Ocean Surgeonfish,A,16,NA
129,8,Ocean Surgeonfish,A,15,NA
129,8,Striped Parrotfish,A,16,NA
129,8,Yellowtail Snapper,A,24,NA
129,8,Yellowtail Snapper,A,23,NA
129,9,Blue Tang,A,16,NA
129,9,Blue Tang,A,17,NA
129,10,Bluestriped Grunt,A,19,NA
129,10,Bluestriped Grunt,A,19,NA
129,10,Bluestriped Grunt,A,19,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,15,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,16,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,French Grunt,A,17,NA
129,10,Ocean Surgeonfish,A,16,NA
129,10,Ocean Surgeonfish,A,17,NA
129,10,Smallmouth Grunt,A,16,NA
129,10,Smallmouth Grunt,A,16,NA
129,10,Smallmouth Grunt,A,17,NA
129,10,Smallmouth Grunt,A,17,NA
129,10,Squirrelfish,A,18,NA
129,11,Blue Parrotfish,A,27,NA
129,11,Blue Tang,A,16,NA
129,11,Stoplight Parrotfish,A,30,NA
129,11,Yellowtail Snapper,A,17,NA
129,11,Yellowtail Snapper,A,24,NA
129,12,Ocean Surgeonfish,A,15,NA
129,12,Redband Parrotfish,I,15,NA
129,12,Redband Parrotfish,A,23,NA
129,12,Stoplight Parrotfish,I,17,NA
129,12,Striped Parrotfish,A,15,NA
129,13,Redtail Parrotfish,A,19,NA
129,13,White Grunt,A,17,NA
129,14,Blue Tang,A,16,NA
129,14,French Grunt,A,16,NA
129,14,Hogfish,A,26,NA
129,14,Ocean Surgeonfish,A,15,NA
129,14,Redtail Parrotfish,I,19,transit
129,14,Stoplight Parrotfish,I,18,NA
129,15,Blue Tang,A,16,NA
129,15,Redband Parrotfish,I,17,NA
129,15,Redtail Parrotfish,A,23,NA
129,15,Redtail Parrotfish,I,23,NA
129,15,Yellowtail Parrotfish,I,31,transit
129,15,Yellowtail Parrotfish,I,27,transit
129,15,Yellowtail Parrotfish,I,26,transit
129,16,Blue Tang,A,15,NA
129,16,Blue Tang,A,17,NA
129,16,Ocean Surgeonfish,A,15,NA
129,16,Princess Parrotfish,J,22,NA
129,16,Redtail Parrotfish,I,23,NA
129,16,White Grunt,A,18,NA
129,16,Yellowtail Snapper,A,18,NA
129,16,Yellowtail Snapper,A,18,NA
129,16,Yellowtail Snapper,A,18,NA
129,17,Hogfish,A,27,NA
129,17,Princess Parrotfish,J,19,NA
129,17,Redtail Parrotfish,I,25,transit
129,17,Yellowtail Parrotfish,I,NA,NA
129,18,Princess Parrotfish,I,23,transit
129,18,Striped Parrotfish,A,15,NA
129,19,Bar Jack,A,26,NA
129,19,Ocean Surgeonfish,A,16,NA
129,19,Redband Parrotfish,I,17,NA
129,19,Redband Parrotfish,I,17,NA
129,20,Blue Tang,A,16,NA
129,20,Blue Tang,A,17,NA
129,20,French Grunt,A,15,NA
129,20,French Grunt,A,15,NA
129,20,French Grunt,A,15,NA
129,20,French Grunt,A,15,NA
129,20,French Grunt,A,15,NA
129,20,French Grunt,A,15,NA
129,20,French Grunt,A,15,NA
129,20,French Grunt,A,15,NA
129,20,French Grunt,A,16,NA
129,20,French Grunt,A,16,NA
129,20,French Grunt,A,16,NA
129,20,French Grunt,A,16,NA
129,20,French Grunt,A,16,NA
129,20,French Grunt,A,16,NA
129,20,French Grunt,A,16,NA
129,20,French Grunt,A,16,NA
129,20,French Grunt,A,16,NA
129,20,Redband Parrotfish,A,23,NA
129,20,Smallmouth Grunt,A,15,NA
129,20,Smallmouth Grunt,A,15,NA
129,20,Stoplight Parrotfish,I,24,NA
129,20,Striped Parrotfish,A,15,NA
129,20,White Grunt,A,23,NA
130,21,Redband Parrotfish,A,21,NA
130,22,Redtail Parrotfish,A,24,NA
130,23,Blue Tang,A,17,NA
130,23,Yellowtail Snapper,A,23,NA
130,25,Ocean Surgeonfish,A,16,NA
130,25,White Grunt,A,22,NA
130,26,Redband Parrotfish,I,15,NA
130,27,Blue Tang,A,20,NA
130,27,Blue Tang,A,21,NA
130,27,Ocean Surgeonfish,A,15,NA
130,27,Redband Parrotfish,I,15,NA
130,27,Redtail Parrotfish,A,27,NA
130,27,Stoplight Parrotfish,I,24,NA
130,27,Yellowtail Parrotfish,I,29,NA
130,27,Yellowtail Parrotfish,I,24,NA
130,28,Yellowtail Snapper,A,18,NA
130,28,Yellowtail Snapper,A,20,NA
130,29,Ocean Surgeonfish,A,15,NA
130,30,Ocean Surgeonfish,A,16,NA
130,31,Blue Parrotfish,A,48,NA
130,31,Blue Parrotfish,A,36,NA
130,31,Blue Tang,A,17,NA
130,31,Blue Tang,A,15,NA
130,31,Doctorfish,A,26,NA
130,31,Rainbow Parrotfish,A,44,NA
130,31,Rainbow Parrotfish,A,46,NA
130,31,Yellowtail Snapper,A,20,NA
130,31,Yellowtail Snapper,A,18,NA
130,32,White Grunt,A,22,NA
130,33,Blue Tang,A,18,NA
130,33,Graysby,A,15,NA
130,33,Ocean Surgeonfish,A,15,NA
130,33,Ocean Surgeonfish,A,16,NA
130,33,Redband Parrotfish,I,16,NA
130,34,Redband Parrotfish,A,20,NA
130,34,Stoplight Parrotfish,I,16,NA
130,34,Yellowtail Snapper,A,17,NA
130,35,Doctorfish,A,24,NA
130,35,Stoplight Parrotfish,A,33,NA
130,35,Yellowtail Snapper,A,19,NA
130,36,Bermuda Chub,A,32,NA
130,36,Blue Tang,A,18,NA
130,36,Redtail Parrotfish,A,29,NA
130,36,Spotfin Butterflyfish,A,15,NA
130,37,Redband Parrotfish,A,22,NA
130,37,Redband Parrotfish,I,18,NA
130,37,Yellowtail Parrotfish,I,30,NA
130,37,Yellowtail Snapper,A,25,NA
130,37,Yellowtail Snapper,A,24,NA
130,39,Ocean Surgeonfish,A,16,NA
130,40,Blue Tang,A,18,NA
130,40,Ocean Surgeonfish,A,16,NA
131,41,Blue Tang,A,20,NA
131,41,Ocean Surgeonfish,A,16,NA
131,41,Ocean Surgeonfish,A,16,NA
131,41,Redband Parrotfish,I,22,NA
131,43,Rainbow Parrotfish,A,45,NA
131,43,Stoplight Parrotfish,A,32,NA
131,43,Stoplight Parrotfish,I,26,NA
131,43,Yellowtail Parrotfish,I,28,NA
131,44,Blue Tang,A,21,NA
131,44,Hogfish,A,19,NA
131,44,Redband Parrotfish,I,20,NA
131,44,Redtail Parrotfish,I,22,NA
131,44,Redtail Parrotfish,I,22,NA
131,44,Spotted Goatfish,A,21,NA
131,44,Stoplight Parrotfish,A,34,NA
131,44,Yellowtail Parrotfish,I,32,NA
131,45,Blue Tang,A,20,NA
131,45,Ocean Surgeonfish,A,15,NA
131,45,Ocean Surgeonfish,A,15,NA
131,45,Rainbow Parrotfish,A,47,transit
131,45,Redband Parrotfish,I,21,NA
131,45,Redband Parrotfish,I,22,NA
131,45,Stoplight Parrotfish,I,26,NA
131,45,Stoplight Parrotfish,I,27,NA
131,45,Stoplight Parrotfish,I,28,NA
131,45,Stoplight Parrotfish,I,30,NA
131,45,Yellowtail Parrotfish,I,30,NA
131,45,Yellowtail Snapper,A,22,NA
131,45,Yellowtail Snapper,A,22,NA
131,46,French Angelfish,A,25,NA
131,46,Ocean Surgeonfish,A,16,NA
131,46,Spotfin Butterflyfish,A,17,NA
131,46,Spotfin Butterflyfish,A,17,NA
131,46,Yellowtail Snapper,A,20,NA
131,46,Yellowtail Snapper,A,21,NA
131,46,Yellowtail Snapper,A,22,NA
131,46,Yellowtail Snapper,A,21,NA
131,46,Yellowtail Snapper,A,20,NA
131,47,Graysby,A,18,NA
131,47,Redtail Parrotfish,I,30,transit
131,47,Striped Parrotfish,A,17,NA
131,48,Blue Tang,A,23,NA
131,48,Doctorfish,A,19,NA
131,48,Ocean Surgeonfish,A,20,NA
131,48,Ocean Surgeonfish,A,17,NA
131,48,Yellowtail Snapper,A,21,NA
131,48,Yellowtail Snapper,A,22,NA
131,48,Yellowtail Snapper,A,19,NA
131,49,Ocean Surgeonfish,A,20,NA
131,49,Ocean Surgeonfish,A,18,NA
131,49,Ocean Surgeonfish,A,18,NA
131,50,Blue Tang,A,21,NA
131,50,Ocean Surgeonfish,A,16,NA
131,50,Ocean Surgeonfish,A,15,NA
131,50,Ocean Surgeonfish,A,17,NA
131,50,Redband Parrotfish,I,21,NA
131,50,Spotted Goatfish,A,23,NA
131,51,Ocean Surgeonfish,A,19,NA
131,51,Redband Parrotfish,I,22,NA
131,53,Blue Tang,A,22,NA
131,53,Blue Tang,A,22,NA
131,53,Ocean Surgeonfish,A,17,NA
131,53,Redband Parrotfish,I,21,NA
131,53,Stoplight Parrotfish,I,21,NA
131,53,Striped Parrotfish,A,18,NA
131,54,Ocean Surgeonfish,A,18,NA
131,54,Redtail Parrotfish,I,23,NA
131,54,Stoplight Parrotfish,I,20,NA
131,54,Yellowtail Snapper,A,22,NA
131,54,Yellowtail Snapper,A,22,NA
131,54,Yellowtail Snapper,A,22,NA
131,55,Ocean Surgeonfish,A,17,NA
131,56,Blue Tang,A,22,NA
131,56,Ocean Surgeonfish,A,21,NA
131,56,Ocean Surgeonfish,A,19,NA
131,57,Ocean Surgeonfish,A,16,NA
131,57,Ocean Surgeonfish,A,15,NA
131,58,Blue Tang,A,20,NA
131,58,White Grunt,A,25,NA
131,60,Ocean Surgeonfish,A,18,NA
131,60,Ocean Surgeonfish,A,17,NA
131,60,Stoplight Parrotfish,I,24,NA
131,60,Yellowtail Parrotfish,I,28,NA
132,62,Redband Parrotfish,I,17,NA
132,62,Stoplight Parrotfish,I,31,NA
132,63,Ocean Surgeonfish,A,15,NA
132,63,Ocean Surgeonfish,A,15,NA
132,63,Ocean Surgeonfish,A,15,NA
132,63,Ocean Surgeonfish,A,15,NA
132,63,Ocean Surgeonfish,A,16,NA
132,63,Ocean Surgeonfish,A,16,NA
132,63,Ocean Surgeonfish,A,16,NA
132,63,Ocean Surgeonfish,A,16,NA
132,64,Ocean Surgeonfish,A,16,NA
132,64,Ocean Surgeonfish,A,15,NA
132,66,Blue Tang,A,17,NA
132,66,Blue Tang,A,17,NA
132,66,Redband Parrotfish,I,26,NA
132,67,Redtail Parrotfish,A,31,NA
132,67,Redtail Parrotfish,A,29,NA
132,67,Stoplight Parrotfish,I,32,NA
132,68,Queen Parrotfish,A,44,NA
132,68,Stoplight Parrotfish,I,32,NA
132,68,Stoplight Parrotfish,I,33,NA
132,68,Stoplight Parrotfish,I,33,NA
132,68,Stoplight Parrotfish,I,34,NA
132,68,Stoplight Parrotfish,A,38,NA
132,68,Yellowtail Parrotfish,I,31,NA
132,69,Blue Tang,A,24,NA
132,69,Redband Parrotfish,NA,25,NA
132,69,Redband Parrotfish,NA,17,NA
132,69,Redband Parrotfish,NA,16,NA
132,69,Yellowtail Parrotfish,I,35,NA
132,70,Stoplight Parrotfish,A,30,NA
132,71,Ocean Surgeonfish,A,15,NA
132,71,Redband Parrotfish,I,17,NA
132,71,Stoplight Parrotfish,I,32,transit
132,71,Stoplight Parrotfish,I,33,transit
132,72,Blue Tang,A,18,NA
132,72,Blue Tang,A,17,NA
132,72,Redband Parrotfish,I,18,NA
132,72,Squirrelfish,A,25,NA
132,73,Blue Tang,A,17,NA
132,73,Ocean Surgeonfish,A,15,NA
132,73,Ocean Surgeonfish,A,15,NA
132,73,Redband Parrotfish,I,18,NA
132,73,Redband Parrotfish,I,18,NA
132,73,Redband Parrotfish,I,16,NA
132,73,Stoplight Parrotfish,I,28,transit
132,73,Stoplight Parrotfish,I,15,NA
132,75,Ocean Surgeonfish,A,15,NA
132,75,Ocean Surgeonfish,A,15,NA
132,75,Ocean Surgeonfish,A,16,NA
132,77,Blue Tang,A,16,NA
132,77,Redtail Parrotfish,A,30,NA
132,77,Stoplight Parrotfish,I,30,NA
132,79,Blue Tang,A,15,NA
132,79,Ocean Surgeonfish,A,16,NA
132,79,Stoplight Parrotfish,I,28,NA
132,79,Stoplight Parrotfish,I,22,NA
132,79,Yellowtail Parrotfish,I,31,NA
132,80,Blue Tang,A,19,NA
132,80,Doctorfish,A,22,NA
132,80,White Grunt,A,24,NA
133,81,Blue Tang,A,19,NA
133,81,Blue Tang,A,17,NA
133,81,Ocean Surgeonfish,A,17,NA
133,81,Queen Parrotfish,J,21,NA
133,81,Stoplight Parrotfish,I,19,NA
133,81,Stoplight Parrotfish,I,26,NA
133,81,Stoplight Parrotfish,I,25,NA
133,83,Ocean Surgeonfish,A,15,NA
133,83,Ocean Surgeonfish,A,16,NA
133,83,Redband Parrotfish,I,18,transit
133,83,Redband Parrotfish,I,17,transit
133,83,Redtail Parrotfish,I,21,transit
133,83,Spotted Goatfish,A,17,transit
133,83,Stoplight Parrotfish,I,17,transit
133,84,Ocean Surgeonfish,A,15,NA
133,84,Stoplight Parrotfish,I,26,transit
133,86,Blue Tang,A,16,NA
133,86,Blue Tang,A,16,NA
133,86,Blue Tang,A,17,NA
133,86,Ocean Surgeonfish,A,15,NA
133,87,Redband Parrotfish,I,15,NA
133,90,Blue Tang,A,17,NA
133,90,Ocean Surgeonfish,A,16,NA
133,90,Trumpetfish,A,21,NA
133,91,Ocean Surgeonfish,A,16,NA
133,91,Stoplight Parrotfish,I,17,NA
133,92,Blue Tang,A,16,NA
133,93,Blue Tang,A,19,NA
133,93,Princess Parrotfish,J,19,NA
133,93,Redband Parrotfish,I,15,NA
133,94,Ocean Surgeonfish,A,15,NA
133,94,Redtail Parrotfish,I,18,NA
133,94,Stoplight Parrotfish,I,20,NA
133,95,Blue Tang,A,16,NA
133,95,Redtail Parrotfish,A,21,NA
133,96,Redtail Parrotfish,I,18,NA
133,96,Stoplight Parrotfish,I,17,NA
133,97,Blue Tang,A,16,NA
133,97,Ocean Surgeonfish,A,15,NA
133,97,Redband Parrotfish,I,15,NA
133,97,Redtail Parrotfish,I,20,NA
133,97,Yellowtail Parrotfish,I,31,NA
133,98,Blue Tang,A,15,NA
133,98,Ocean Surgeonfish,A,16,NA
133,99,Blue Tang,A,16,NA
133,99,Blue Tang,A,16,NA
133,99,Ocean Surgeonfish,A,15,NA
133,100,Redtail Parrotfish,A,20,NA
134,1,Blue Tang,A,16,NA
134,1,Blue Tang,A,15,NA
134,1,French Grunt,A,16,NA
134,1,French Grunt,A,17,NA
134,1,French Grunt,A,15,NA
134,1,French Grunt,A,15,NA
134,1,Ocean Surgeonfish,A,16,NA
134,1,Ocean Surgeonfish,A,16,NA
134,1,Schoolmaster,A,16,NA
134,1,White Grunt,A,24,NA
134,2,Blue Tang,A,16,NA
134,2,French Grunt,A,15,NA
134,2,Ocean Surgeonfish,A,15,NA
134,2,Ocean Surgeonfish,A,15,NA
134,2,Yellowtail Snapper,A,17,NA
134,3,Ocean Surgeonfish,A,15,NA
134,4,Midnight Parrotfish,A,34,NA
134,4,Redband Parrotfish,I,16,NA
134,4,Yellowtail Snapper,A,22,NA
134,4,Yellowtail Snapper,A,25,NA
134,5,Blue Tang,A,18,NA
134,5,Redtail Parrotfish,I,27,NA
134,5,Stoplight Parrotfish,A,26,NA
134,5,Stoplight Parrotfish,I,26,NA
134,5,White Grunt,A,23,NA
134,5,Yellowtail Parrotfish,I,29,NA
134,6,Blue Tang,A,16,NA
134,6,Blue Tang,A,16,NA
134,6,Blue Tang,A,17,NA
134,6,Brassy chub,A,25,transit
134,6,Brassy chub,A,25,transit
134,6,Brassy chub,A,25,transit
134,6,Brassy chub,A,25,transit
134,6,Brassy chub,A,25,transit
134,6,Brassy chub,A,25,transit
134,6,Brassy chub,A,25,transit
134,6,Brassy chub,A,25,transit
134,6,Brassy chub,A,25,transit
134,6,Brassy chub,A,25,transit
134,6,Brassy chub,A,25,transit
134,6,Brassy chub,A,26,transit
134,6,Brassy chub,A,26,transit
134,6,Brassy chub,A,26,transit
134,6,Brassy chub,A,26,transit
134,6,Brassy chub,A,26,transit
134,6,Brassy chub,A,26,transit
134,6,Brassy chub,A,26,transit
134,6,Brassy chub,A,26,transit
134,6,Brassy chub,A,26,transit
134,6,Brassy chub,A,26,transit
134,6,Brassy chub,A,26,transit
134,6,Brassy chub,A,27,transit
134,6,Brassy chub,A,27,transit
134,6,Brassy chub,A,27,transit
134,6,Brassy chub,A,27,transit
134,6,Brassy chub,A,27,transit
134,6,Brassy chub,A,27,transit
134,6,Brassy chub,A,27,transit
134,6,Brassy chub,A,27,transit
134,6,Brassy chub,A,27,transit
134,6,Brassy chub,A,27,transit
134,6,Midnight Parrotfish,A,30,NA
134,6,Ocean Surgeonfish,A,15,NA
134,6,Princess Parrotfish,A,27,NA
134,6,Stoplight Parrotfish,I,24,NA
134,6,Yellowtail Snapper,A,19,NA
134,6,Yellowtail Snapper,A,19,NA
134,6,Yellowtail Snapper,A,19,NA
134,6,Yellowtail Snapper,A,20,NA
134,6,Yellowtail Snapper,A,20,NA
134,6,Yellowtail Snapper,A,20,NA
134,6,Yellowtail Snapper,A,25,NA
134,6,Yellowtail Snapper,A,25,NA
134,6,Yellowtail Snapper,A,26,NA
134,6,Yellowtail Snapper,A,17,NA
134,6,Yellowtail Snapper,A,17,NA
134,6,Yellowtail Snapper,A,17,NA
134,6,Yellowtail Snapper,A,17,NA
134,6,Yellowtail Snapper,A,17,NA
134,6,Yellowtail Snapper,A,17,NA
134,6,Yellowtail Snapper,A,18,NA
134,6,Yellowtail Snapper,A,18,NA
134,6,Yellowtail Snapper,A,18,NA
134,6,Yellowtail Snapper,A,18,NA
134,6,Yellowtail Snapper,A,18,NA
134,6,Yellowtail Snapper,A,18,NA
134,7,Bermuda Chub,A,26,NA
134,7,Blue Tang,A,17,NA
134,7,Ocean Surgeonfish,A,15,NA
134,7,Redband Parrotfish,I,16,NA
134,7,Redtail Parrotfish,I,20,NA
134,7,Redtail Parrotfish,I,22,NA
134,7,Redtail Parrotfish,I,22,NA
134,7,Redtail Parrotfish,I,21,NA
134,7,Yellowtail Snapper,A,18,NA
134,7,Yellowtail Snapper,A,18,NA
134,7,Yellowtail Snapper,A,19,NA
134,7,Yellowtail Snapper,A,19,NA
134,7,Yellowtail Snapper,A,20,NA
134,7,Yellowtail Snapper,A,20,NA
134,7,Yellowtail Snapper,A,23,NA
134,8,Blue Tang,A,16,NA
134,8,Gray Angelfish,A,23,NA
134,8,Redtail Parrotfish,I,20,NA
134,8,Stoplight Parrotfish,A,26,NA
134,8,Yellowtail Parrotfish,I,22,NA
134,8,Yellowtail Snapper,A,18,NA
134,9,Graysby,A,18,NA
134,10,Schoolmaster,A,16,NA
134,10,Schoolmaster,A,15,NA
134,10,Schoolmaster,A,15,NA
134,10,Schoolmaster,A,15,NA
134,10,Schoolmaster,A,15,NA
134,10,Schoolmaster,A,15,NA
134,11,Ocean Surgeonfish,A,15,NA
134,11,Redband Parrotfish,A,19,NA
134,11,Squirrelfish,A,22,NA
134,12,French Grunt,A,15,NA
134,12,French Grunt,A,16,NA
134,12,Ocean Surgeonfish,A,16,NA
134,12,Ocean Surgeonfish,A,15,NA
134,12,Queen Parrotfish,J,19,NA
134,12,Redband Parrotfish,I,17,NA
134,12,White Grunt,A,22,NA
134,12,White Grunt,A,22,NA
134,12,White Grunt,A,23,NA
134,12,White Grunt,A,25,NA
134,12,Yellowtail Snapper,A,23,NA
134,13,Squirrelfish,A,23,NA
134,13,White Grunt,A,22,NA
134,15,Blue Tang,A,16,NA
134,15,Blue Tang,A,17,NA
134,15,Ocean Surgeonfish,A,15,NA
134,15,Redtail Parrotfish,I,19,NA
134,15,Redtail Parrotfish,I,17,NA
134,15,Redtail Parrotfish,I,16,NA
134,15,White Grunt,A,23,NA
134,16,Ocean Surgeonfish,A,16,NA
134,17,Blue Tang,A,16,NA
134,17,Stoplight Parrotfish,A,29,NA
134,17,Yellowtail Snapper,A,17,NA
134,17,Yellowtail Snapper,A,17,NA
134,17,Yellowtail Snapper,A,18,NA
134,17,Yellowtail Snapper,A,18,NA
134,17,Yellowtail Snapper,A,20,NA
134,18,Blue Tang,A,17,NA
134,18,Ocean Surgeonfish,A,16,NA
134,18,Smooth Trunkfish,A,18,NA
134,18,Striped Parrotfish,A,15,NA
134,20,Brassy chub,A,27,transit
134,20,Brassy chub,A,27,transit
134,20,Brassy chub,A,28,transit
134,20,Brassy chub,A,28,transit
134,20,Brassy chub,A,28,transit
134,20,Brassy chub,A,29,transit
134,20,Brassy chub,A,29,transit
134,20,Brassy chub,A,27,transit
134,20,Ocean Surgeonfish,A,16,NA
134,20,Redband Parrotfish,I,15,NA
134,20,Redband Parrotfish,I,16,NA
134,20,Topsail chub,A,30,transit
135,21,French Grunt,A,15,NA
135,21,Ocean Surgeonfish,A,16,NA
135,21,Princess Parrotfish,I,15,NA
135,21,Queen Parrotfish,I,14,NA
135,21,Redband Parrotfish,A,18,NA
135,21,Squirrelfish,A,18,NA
135,21,Stoplight Parrotfish,I,12,NA
135,22,French Grunt,A,16,NA
135,22,White Grunt,A,23,NA
135,23,Bar Jack,A,35,NA
135,23,Bar Jack,A,28,NA
135,23,Blue Tang,A,15,NA
135,23,French Grunt,A,15,NA
135,23,French Grunt,A,16,NA
135,23,Squirrelfish,A,19,NA
135,24,Bermuda Chub,A,25,NA
135,24,Squirrelfish,A,21,NA
135,25,Blue Tang,A,16,NA
135,25,Blue Tang,A,16,NA
135,25,French Grunt,A,15,NA
135,26,French Grunt,A,15,NA
135,26,White Grunt,A,20,NA
135,26,Yellowtail Snapper,A,17,NA
135,26,Yellowtail Snapper,A,17,NA
135,26,Yellowtail Snapper,A,16,NA
135,27,Blue Tang,A,17,NA
135,27,Bluestriped Grunt,A,21,NA
135,27,French Grunt,A,16,NA
135,27,French Grunt,A,15,NA
135,27,French Grunt,A,16,NA
135,27,White Grunt,A,18,NA
135,28,French Grunt,A,16,NA
135,28,French Grunt,A,15,NA
135,28,Queen Parrotfish,I,16,NA
135,28,Queen Parrotfish,I,14,NA
135,28,Redtail Parrotfish,A,20,NA
135,28,Schoolmaster,A,18,NA
135,28,Stoplight Parrotfish,I,19,NA
135,28,Yellowtail Snapper,I,19,NA
135,29,Bluestriped Grunt,A,16,NA
135,29,French Grunt,A,16,NA
135,29,Queen Parrotfish,I,32,NA
135,29,Redband Parrotfish,I,16,NA
135,30,Bluestriped Grunt,A,15,NA
135,30,French Grunt,A,15,NA
135,30,French Grunt,A,15,NA
135,30,French Grunt,A,16,NA
135,30,French Grunt,A,16,NA
135,30,Schoolmaster,A,17,NA
135,30,Schoolmaster,A,17,NA
135,30,Schoolmaster,A,19,NA
135,30,Stoplight Parrotfish,I,16,NA
135,30,Topsail chub,A,35,NA
135,30,White Grunt,A,20,NA
135,31,Blue Tang,A,15,NA
135,31,French Grunt,A,17,NA
135,31,French Grunt,A,15,NA
135,31,French Grunt,A,18,NA
135,31,Ocean Surgeonfish,A,19,NA
135,31,Squirrelfish,A,22,NA
135,32,Redband Parrotfish,I,18,NA
135,32,White Grunt,A,21,NA
135,33,Squirrelfish,A,20,NA
135,34,Blue Tang,A,15,NA
135,34,Blue Tang,A,16,NA
135,34,French Grunt,A,16,NA
135,34,French Grunt,A,15,NA
135,34,French Grunt,A,16,NA
135,34,French Grunt,A,16,NA
135,34,French Grunt,A,15,NA
135,34,French Grunt,A,16,NA
135,34,French Grunt,A,16,NA
135,34,Squirrelfish,A,19,NA
135,34,Yellowtail Snapper,A,17,NA
135,35,French Grunt,A,16,NA
135,36,French Grunt,A,15,NA
135,36,French Grunt,A,16,NA
135,36,Ocean Surgeonfish,A,16,NA
135,36,Ocean Surgeonfish,A,16,NA
135,36,Redband Parrotfish,I,16,NA
135,36,Stoplight Parrotfish,I,18,NA
135,36,Stoplight Parrotfish,I,18,NA
135,36,Striped Parrotfish,A,13,NA
135,37,Blue Tang,A,17,NA
135,37,French Grunt,A,16,NA
135,37,Squirrelfish,A,21,NA
135,37,Squirrelfish,A,23,NA
135,37,Squirrelfish,A,25,transit
135,37,Stoplight Parrotfish,I,8,NA
135,37,Stoplight Parrotfish,I,10,NA
135,38,French Grunt,A,16,NA
135,38,Redband Parrotfish,I,16,NA
135,38,Redband Parrotfish,I,10,NA
135,39,French Grunt,A,16,NA
135,39,French Grunt,A,15,NA
135,39,French Grunt,A,16,NA
135,39,French Grunt,A,16,NA
135,39,French Grunt,A,17,NA
135,39,French Grunt,A,15,NA
135,39,French Grunt,A,16,NA
135,39,French Grunt,A,16,NA
